City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Ambilobe,MG,-13.2,49.05,73.08,73,64,2.06,light rain
348,Oga,IT,46.4631,10.347,65.68,66,66,8.55,broken clouds
349,Onega,RU,63.9061,38.1404,61.18,51,13,7.05,few clouds
350,Tagusao,PH,9.1924,117.8141,82.38,79,99,14.27,overcast clouds
351,Mount Isa,AU,-20.7333,139.5,51.57,54,0,0.0,clear sky
352,Uglegorsk,RU,49.0833,142.0333,65.34,96,100,1.92,overcast clouds
353,Cap Malheureux,MU,-19.9842,57.6142,68.49,80,51,8.99,light rain
354,Yangambi,CD,0.8102,24.4336,88.16,40,82,4.59,broken clouds
355,Kikwit,CD,-5.041,18.8162,92.61,11,17,4.63,few clouds
356,Banda Aceh,ID,5.5577,95.3222,80.94,81,73,13.42,broken clouds
357,Neuquen,AR,-38.9516,-68.0591,44.49,49,0,9.22,clear sky
358,Mount Pleasant,US,32.7941,-79.8626,86.0,87,75,1.01,haze
359,Grand Gaube,MU,-20.0064,57.6608,68.4,80,56,8.99,light rain
360,Ihosy,MG,-22.4,46.1167,56.1,70,22,10.78,few clouds
361,Takab,IR,36.4009,47.1133,90.46,15,97,4.5,overcast clouds
362,Igarka,RU,67.4667,86.5833,65.43,93,100,10.74,light rain
363,Sulejowek,PL,52.2522,21.269,87.01,57,49,11.34,scattered clouds
364,Imbituba,BR,-28.24,-48.6703,62.82,94,100,14.2,moderate rain
365,Kerrville,US,30.0474,-99.1403,81.55,86,90,1.01,overcast clouds
366,San-Pedro,CI,4.7485,-6.6363,79.97,70,100,10.38,overcast clouds
367,Mao,ES,39.8885,4.2658,84.76,42,20,9.22,few clouds
368,Lakes Entrance,AU,-37.8811,147.981,59.58,44,93,13.51,light rain
369,Maracas,BR,-13.4411,-40.4308,74.21,51,90,2.64,overcast clouds
370,Macaubas,BR,-13.0194,-42.6986,84.69,28,3,3.89,clear sky
371,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,74,67,7.31,broken clouds
372,Simbahan,PH,6.3032,120.5836,83.75,81,100,13.49,overcast clouds
373,Kaili,ID,-3.4626,120.2147,64.63,86,47,3.51,scattered clouds
374,Almeria,ES,37.1667,-2.3333,90.3,35,0,10.16,clear sky
375,Vanavara,RU,60.34,102.2797,69.73,53,19,2.73,few clouds
376,Shelburne,CA,44.0787,-80.2041,64.29,99,100,2.13,moderate rain
377,Conway,US,35.0887,-92.4421,86.76,84,1,0.0,clear sky
378,Sisimiut,GL,66.9395,-53.6735,58.08,60,85,23.22,overcast clouds
379,Westport,US,41.1415,-73.3579,87.67,60,1,1.99,clear sky
380,Altamont,US,42.2068,-121.7372,69.78,72,90,7.0,overcast clouds
381,Altagracia De Orituco,VE,9.8601,-66.3814,85.51,58,52,3.85,broken clouds
382,Dongsheng,CN,39.8161,109.9776,73.6,41,40,3.85,scattered clouds
383,Talnakh,RU,69.4865,88.3972,76.1,59,88,9.46,overcast clouds
384,Nanortalik,GL,60.1432,-45.2371,46.9,76,99,1.54,overcast clouds
385,Uarini,BR,-2.99,-65.1083,82.35,48,30,2.33,scattered clouds
386,Pacific Grove,US,36.6177,-121.9166,67.3,92,1,1.01,clear sky
387,Udachnyy,RU,66.4167,112.4,78.28,45,88,2.55,overcast clouds
388,Corinth,GR,37.9407,22.9573,100.83,28,0,7.14,clear sky
389,Inta,RU,66.0317,60.1659,49.96,64,84,9.24,broken clouds
390,Poum,NC,-20.2333,164.0167,70.5,66,51,12.95,broken clouds
391,Elbistan,TR,38.2059,37.1983,80.19,33,12,26.96,few clouds
392,Port-Gentil,GA,-0.7193,8.7815,80.56,69,75,10.36,broken clouds
393,Labuhan,ID,-6.8844,112.2051,75.76,79,44,8.03,scattered clouds
394,Waingapu,ID,-9.6567,120.2641,74.35,88,53,7.7,broken clouds
395,Saint-Augustin,CA,51.226,-58.6502,63.21,91,100,7.11,overcast clouds
396,Mehamn,NO,71.0357,27.8492,46.58,81,34,7.87,scattered clouds
397,Eirunepe,BR,-6.6603,-69.8736,87.53,53,89,2.26,overcast clouds
398,Gigmoto,PH,13.7796,124.39,82.31,83,99,14.18,light rain
399,Napier,NZ,-39.4833,176.9167,44.24,82,32,7.45,scattered clouds
400,Gat,IL,31.61,34.7642,90.39,45,0,13.71,clear sky
401,Chicama,PE,-7.8447,-79.1469,63.14,67,36,6.11,scattered clouds
402,Isiro,CD,2.7739,27.616,75.07,82,38,3.0,light rain
403,Murgab,TM,37.4966,61.9714,98.47,18,0,11.5,haze
404,Kaduqli,SD,11.0167,29.7167,80.11,66,100,8.84,overcast clouds
405,Jinxi,CN,30.4323,116.2922,78.3,89,60,6.24,broken clouds
406,Tiruvannamalai,IN,12.2167,79.0667,87.96,48,100,10.92,overcast clouds
407,Pacifica,US,37.6138,-122.4869,67.39,93,75,3.0,broken clouds
408,Karpathos,GR,35.507,27.2132,82.36,89,0,32.21,clear sky
409,Port Macquarie,AU,-31.4333,152.9167,47.37,100,10,4.61,clear sky
410,Baturaja,ID,-4.1333,104.1667,72.28,84,3,3.24,clear sky
411,Anito,PH,12.4497,125.2886,83.3,70,100,12.88,light rain
412,Mitu,CO,1.1983,-70.1733,83.79,64,71,3.02,light rain
413,Brawley,US,32.9787,-115.5303,89.49,51,1,3.44,clear sky
414,Ulladulla,AU,-35.35,150.4667,50.9,61,100,10.67,overcast clouds
415,Port Blair,IN,11.6667,92.75,82.53,85,83,17.81,broken clouds
416,Prabumulih,ID,-3.45,104.25,72.82,80,1,3.8,clear sky
417,Peniche,PT,39.3558,-9.3811,84.15,71,0,17.0,clear sky
418,Clyde River,CA,70.4692,-68.5914,53.83,71,40,12.66,scattered clouds
419,Lata,PT,40.1629,-8.3327,86.04,35,0,12.68,clear sky
420,Whitianga,NZ,-36.8333,175.7,47.01,83,38,8.25,scattered clouds
421,Naze,JP,28.3667,129.4833,76.44,87,100,11.92,overcast clouds
422,Iskenderun,TR,36.5872,36.1735,97.63,57,0,5.93,clear sky
423,Mercedes,AR,-34.6515,-59.4307,48.51,39,2,17.65,clear sky
424,Iwanai,JP,42.9744,140.5089,68.68,83,14,6.35,few clouds
425,Geraldton,AU,-28.7667,114.6,61.12,77,75,6.91,broken clouds
426,Havoysund,NO,70.9963,24.6622,59.88,87,2,10.6,clear sky
427,Alta Floresta,BR,-9.8756,-56.0861,91.22,33,0,8.05,clear sky
428,Carutapera,BR,-1.195,-46.02,84.94,64,41,7.67,scattered clouds
429,Tyumentsevo,RU,53.3224,81.498,59.81,52,20,7.23,few clouds
430,Toledo,ES,39.8333,-4.0,92.52,17,0,14.79,clear sky
431,Shahrud,IR,36.4182,54.9763,85.15,36,0,16.84,clear sky
432,Husavik,IS,66.0449,-17.3389,51.71,99,100,13.4,light rain
433,Andenes,NO,69.3143,16.1194,59.07,94,40,8.05,scattered clouds
434,Luderitz,NA,-26.6481,15.1594,62.15,65,0,14.56,clear sky
435,Valparaiso,CL,-33.0393,-71.6273,55.63,70,0,8.05,clear sky
436,Komsomolskiy,UZ,40.4272,71.7189,92.12,24,1,6.91,clear sky
437,Sorong,ID,-0.8833,131.25,80.19,85,100,8.25,light rain
438,Terekli-Mekteb,RU,44.1671,45.8698,77.76,47,100,15.3,overcast clouds
439,Palimbang,PH,6.2106,124.1894,80.02,82,98,3.33,overcast clouds
440,Shellbrook,CA,53.2168,-106.4011,60.03,40,91,3.98,overcast clouds
441,Raga,SS,8.4596,25.678,75.58,92,94,3.13,light rain
442,Honningsvag,NO,70.9821,25.9704,46.15,93,90,9.22,fog
443,Gusau,NG,12.1628,6.6614,76.01,80,100,14.99,light rain
444,Luanda,AO,-8.8368,13.2343,77.0,69,0,10.36,clear sky
445,Humboldt,US,40.6665,-123.9178,46.51,75,100,1.41,light rain
446,Marfino,RU,55.7028,37.3822,84.15,31,0,4.47,clear sky
447,Prokopyevsk,RU,53.9059,86.719,54.16,91,16,4.5,few clouds
448,Kirakira,SB,-10.4544,161.9205,78.04,84,48,8.3,scattered clouds
449,Shimoda,JP,34.6667,138.95,76.1,81,100,4.25,overcast clouds
450,Ostersund,SE,63.1792,14.6357,77.61,43,0,12.66,clear sky
451,Ilulissat,GL,69.2167,-51.1,53.62,62,75,6.91,broken clouds
452,Ondjiva,AO,-17.0667,15.7333,77.04,20,0,6.91,clear sky
453,Batagay-Alyta,RU,67.8006,130.4114,50.65,62,100,10.74,overcast clouds
454,Turayf,SA,31.6725,38.6637,102.45,22,0,6.91,clear sky
455,Leh,IN,34.1667,77.5833,77.04,24,28,4.29,scattered clouds
456,Betamcherla,IN,15.4667,78.1667,84.43,53,85,18.28,overcast clouds
457,Kursk,RU,51.7303,36.1939,86.2,26,75,6.71,broken clouds
458,Rocha,UY,-34.4833,-54.3333,46.99,55,23,19.86,few clouds
459,Vila,PT,42.0304,-8.1588,72.73,52,38,8.25,scattered clouds
460,Fresnillo,MX,23.1667,-102.8833,58.55,46,65,7.27,broken clouds
461,Gizo,SB,-8.103,156.8419,81.18,78,92,6.87,moderate rain
462,Dhandhuka,IN,22.3667,71.9833,82.99,77,100,18.23,light rain
463,Puerto Ayacucho,VE,5.6639,-67.6236,77.76,82,98,1.86,overcast clouds
464,Kattivakkam,IN,13.2167,80.3167,89.69,66,100,13.22,overcast clouds
465,Guiglo,CI,6.5456,-7.4966,82.11,66,98,4.45,light rain
466,Wuwei,CN,37.9281,102.6414,71.51,37,91,5.88,overcast clouds
467,Lafiagi,NG,8.8667,5.4167,75.63,85,100,3.44,overcast clouds
468,Bijie,CN,27.3125,105.2942,63.93,94,11,2.46,light rain
469,Klaksvik,FO,62.2266,-6.589,54.52,97,99,13.11,overcast clouds
470,Minab,IR,27.1467,57.0801,101.7,48,58,8.46,broken clouds
471,Cayenne,GF,4.9333,-52.3333,87.84,78,75,1.99,broken clouds
472,Veraval,IN,20.9,70.3667,82.09,85,100,22.3,overcast clouds
473,Bethanien,NA,-26.502,17.1583,74.77,15,0,16.08,clear sky
474,Itapirapua,BR,-15.8233,-50.6133,89.67,24,4,5.21,clear sky
475,Sinnamary,GF,5.3833,-52.95,84.94,64,9,6.6,clear sky
476,Plettenberg Bay,ZA,-34.0527,23.3716,63.16,69,0,10.07,clear sky
477,Kysyl-Syr,RU,63.8986,122.7617,58.98,61,77,4.54,broken clouds
478,Kilinochchi,LK,9.3961,80.3982,81.68,77,60,15.12,broken clouds
479,Mecca,SA,21.4267,39.8261,96.69,33,91,7.94,overcast clouds
480,Egvekinot,RU,66.3167,-179.1667,44.56,93,100,9.13,moderate rain
481,Aswan,EG,24.0934,32.907,105.78,10,44,16.08,scattered clouds
482,Maniitsoq,GL,65.4167,-52.9,49.15,82,100,18.12,overcast clouds
483,Port Victoria,KE,0.0939,33.9756,72.73,59,73,11.48,broken clouds
484,Findlay,US,41.0442,-83.6499,82.72,70,0,6.85,clear sky
485,Dali,CN,25.7,100.1833,65.01,88,68,2.37,broken clouds
486,Bay Roberts,CA,47.5999,-53.2648,67.91,95,96,12.73,light rain
487,Jaragua,BR,-15.7569,-49.3344,82.62,22,3,6.55,clear sky
488,Champawat,IN,29.3333,80.1,66.56,97,80,2.15,broken clouds
489,Aasiaat,GL,68.7098,-52.8699,42.98,86,100,7.18,overcast clouds
490,Chapais,CA,49.7834,-74.8492,55.18,46,64,8.72,broken clouds
491,Lac Du Bonnet,CA,50.2536,-96.0612,72.75,43,0,3.18,clear sky
492,Kapchorwa,UG,1.3965,34.4509,64.8,71,88,0.63,overcast clouds
493,College,US,64.8569,-147.8028,57.18,84,75,3.44,broken clouds
494,Kapuskasing,CA,49.4169,-82.4331,59.09,82,75,2.3,broken clouds
495,Cabedelo,BR,-6.9811,-34.8339,83.07,73,34,15.21,scattered clouds
496,Coxim,BR,-18.5067,-54.76,88.05,25,67,12.19,broken clouds
497,Aklavik,CA,68.2191,-135.0107,54.43,94,90,5.75,light intensity shower rain
498,Selma,US,36.5708,-119.6121,77.59,69,1,0.0,clear sky
499,Eskisehir,TR,39.7767,30.5206,87.67,35,40,14.97,scattered clouds
500,Reconquista,AR,-29.15,-59.65,53.73,23,0,11.83,clear sky
501,Concarneau,FR,47.875,-3.9225,70.05,69,74,16.91,broken clouds
502,Lynn Haven,US,30.2455,-85.6483,90.99,68,1,4.0,haze
503,Altay,CN,47.8667,88.1167,70.63,52,4,6.31,clear sky
504,Coro,VE,11.4045,-69.6734,86.54,63,71,10.49,broken clouds
505,Ulsteinvik,NO,62.3432,5.8487,75.11,91,100,3.71,overcast clouds
506,Buala,SB,-8.145,159.5921,79.39,85,74,8.32,light rain
507,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,57,75,13.8,broken clouds
508,Roebourne,AU,-20.7833,117.1333,72.0,77,9,9.31,clear sky
509,Yulara,AU,-25.2406,130.9889,67.84,30,75,6.91,broken clouds
510,Zhadovka,RU,53.5746,46.9498,71.01,55,86,5.3,overcast clouds
511,Skibbereen,IE,51.55,-9.2667,67.8,56,94,15.86,overcast clouds
512,Narsaq,GL,60.9167,-46.05,59.22,47,99,6.06,overcast clouds
513,Moyo,UG,3.6609,31.7247,76.28,66,59,3.74,broken clouds
514,Shirokiy,RU,49.758,129.523,70.47,98,91,6.13,overcast clouds
515,Anadyr,RU,64.75,177.4833,54.1,93,75,5.99,light rain
516,Zhigansk,RU,66.7697,123.3711,54.39,72,53,11.36,broken clouds
517,Zhangye,CN,38.9342,100.4517,78.17,24,100,6.55,overcast clouds
518,Tabou,CI,4.423,-7.3528,79.43,71,100,11.39,overcast clouds
519,Kichera,RU,55.9375,110.0997,66.29,57,64,0.31,broken clouds
520,Zahnitkiv,UA,48.0446,28.8958,86.0,48,92,5.44,overcast clouds
521,Riverton,US,40.5219,-111.9391,79.09,58,1,5.99,clear sky
522,Blagoyevo,RU,63.3667,47.9167,49.95,72,100,10.51,overcast clouds
523,Patti,IN,31.2808,74.8572,87.75,79,96,6.8,overcast clouds
524,Sao Filipe,CV,14.8961,-24.4956,75.09,79,91,8.43,overcast clouds
525,Bilibino,RU,68.0546,166.4372,39.4,87,86,7.63,overcast clouds
526,Yeppoon,AU,-23.1333,150.7333,56.98,82,5,2.57,clear sky
527,Saurimo,AO,-9.6608,20.3916,79.12,31,0,5.75,clear sky
528,Linda,US,39.1277,-121.5508,79.7,46,20,0.0,few clouds
529,Luebo,CD,-5.35,21.4167,92.52,13,37,0.94,scattered clouds
530,Verkhniy Baskunchak,RU,48.2256,46.7217,85.24,21,100,8.99,overcast clouds
531,Santa Maria,BR,-29.6842,-53.8069,49.3,76,75,8.05,broken clouds
532,Tshikapa,CD,-6.4167,20.8,90.63,12,14,4.27,few clouds
533,Takoradi,GH,4.8845,-1.7554,80.65,65,100,11.16,overcast clouds
534,Thohoyandou,ZA,-22.9456,30.485,65.95,30,0,5.82,clear sky
535,Parkes,AU,-33.1333,148.1833,51.31,57,43,15.93,scattered clouds
536,Sechura,PE,-5.5569,-80.8222,73.02,67,56,10.49,broken clouds
537,Mweka,CD,-4.85,21.5667,91.42,14,11,2.55,few clouds
538,Frutal,BR,-20.0247,-48.9406,86.72,21,36,13.76,scattered clouds
539,Tukums,LV,56.9669,23.1553,69.15,97,100,8.34,moderate rain
540,Chabahar,IR,25.2919,60.643,86.5,79,71,7.2,broken clouds
541,Maloy,NO,61.9353,5.1136,73.24,88,100,0.6,overcast clouds
542,Gao,ML,16.6362,1.637,95.23,39,100,14.07,overcast clouds
543,Kyra,RU,49.5776,111.9753,57.45,86,64,2.51,broken clouds
544,Hami,CN,42.8,93.45,92.93,13,4,6.33,clear sky
545,Bom Sucesso,BR,-21.0331,-44.7581,76.71,26,0,9.93,clear sky
546,Luganville,VU,-15.5333,167.1667,76.6,86,99,13.78,overcast clouds
547,Savannah Bight,HN,16.45,-85.85,86.0,74,40,16.13,scattered clouds
548,Balkanabat,TM,39.5108,54.3671,99.46,29,4,5.44,clear sky
549,Tadine,NC,-21.55,167.8833,66.15,65,3,11.74,clear sky
550,Shwebo,MM,22.5667,95.7,77.63,82,34,13.35,scattered clouds
551,Boyuibe,BO,-20.4167,-63.2833,58.91,38,100,12.5,overcast clouds
552,Tyrma,RU,50.0833,132.1667,70.02,98,100,1.59,overcast clouds
553,Svetlyy,RU,54.675,20.1347,77.05,68,19,12.8,few clouds
554,Forbes,AU,-33.3833,148.0167,52.52,57,66,17.49,broken clouds
555,Asau,RO,46.4333,26.4,78.75,67,93,1.72,overcast clouds
556,Kisangani,CD,0.5167,25.2,85.96,46,88,3.58,overcast clouds
557,Spremberg,DE,51.5697,14.3736,83.59,48,93,10.49,overcast clouds
558,Bentiu,SS,9.2333,29.8333,76.53,78,63,7.43,broken clouds
559,Cururupu,BR,-1.8283,-44.8683,88.3,51,21,6.24,light rain
560,Waddan,LY,29.1614,16.139,95.99,15,2,4.88,clear sky
561,Catuday,PH,16.2923,119.8062,80.78,84,100,19.84,light rain
562,Stornoway,GB,58.2093,-6.3865,57.16,88,75,10.36,broken clouds
563,Arman,RU,59.7,150.1667,55.29,89,100,10.09,light rain
564,Maiduguri,NG,11.8464,13.1603,77.59,79,100,7.27,moderate rain
565,Tignere,CM,7.3667,12.65,67.33,93,99,3.94,light rain
566,Carmelo,UY,-33.9892,-58.2856,48.16,48,0,17.56,clear sky
567,Ankpa,NG,7.3706,7.6253,79.41,60,100,8.66,overcast clouds
568,Anloga,GH,5.7947,0.8973,82.62,69,100,14.56,overcast clouds
569,Morden,CA,49.1919,-98.1014,70.18,68,0,1.14,clear sky
570,Kassala,SD,15.451,36.4,82.92,61,96,5.84,overcast clouds
571,Shangrao,CN,28.4532,117.9686,76.93,95,83,4.34,broken clouds
572,Azangaro,PE,-14.9167,-70.2167,46.13,30,7,3.13,clear sky
573,Muyezerskiy,RU,63.9333,31.65,75.6,35,8,4.9,clear sky
574,Gladstone,AU,-23.85,151.25,55.78,94,1,0.0,clear sky
575,Bougouni,ML,11.417,-7.479,88.79,52,100,5.28,overcast clouds
576,Palu,ID,-0.8917,119.8707,76.32,94,56,3.49,broken clouds
577,Hawalli,KW,29.2833,47.9972,114.89,15,0,3.0,clear sky
578,Kungurtug,RU,50.5994,97.5228,55.99,92,88,1.66,overcast clouds
579,Singapore,SG,1.2897,103.8501,84.2,69,75,9.22,broken clouds
580,Feicheng,CN,35.2606,117.9675,75.36,89,100,14.74,moderate rain
581,Touros,BR,-5.1989,-35.4608,83.3,61,16,17.43,few clouds
582,Esfarayen,IR,37.0765,57.5101,85.12,19,0,10.09,clear sky
583,Dingle,PH,10.9995,122.6711,79.63,80,93,13.58,overcast clouds
584,Coahuayana,MX,18.7333,-103.6833,80.08,82,98,1.79,overcast clouds
585,Manyana,BW,-23.4,21.7167,64.83,23,0,7.63,clear sky
586,Manokwari,ID,-0.8667,134.0833,78.71,80,76,3.09,broken clouds
587,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,69,0,2.3,clear sky
588,Cozumel,MX,20.5083,-86.9458,85.95,77,78,1.99,broken clouds
589,Redwater,US,33.3582,-94.2544,87.44,86,38,1.16,scattered clouds
590,Limon,CR,10.0,-83.0333,78.69,83,0,0.0,clear sky
591,Feijo,BR,-8.1642,-70.3536,91.15,45,7,2.13,clear sky
592,Yichun,CN,47.7,128.9,69.89,91,2,3.22,clear sky
593,Nelson Bay,AU,-32.7167,152.15,54.95,94,41,7.61,scattered clouds
594,Manuk Mangkaw,PH,4.8,119.85,84.43,79,100,12.3,overcast clouds
595,Yenagoa,NG,4.9247,6.2642,85.3,54,96,8.21,overcast clouds
596,Charters Towers,AU,-20.1,146.2667,57.02,88,45,8.72,scattered clouds
597,Walvis Bay,NA,-22.9575,14.5053,81.55,22,0,12.66,clear sky
598,Krasnorechenskiy,RU,44.6265,135.3532,67.96,95,56,1.19,broken clouds
599,Nandi Hills,KE,0.1066,35.1838,70.68,88,90,2.1,light rain
600,Paralimni,CY,35.0375,33.9833,100.89,72,0,5.01,clear sky
601,Yerbogachen,RU,61.2767,108.0108,69.53,60,6,5.75,clear sky
602,Buraydah,SA,26.326,43.975,115.25,8,24,17.76,few clouds
603,Wukari,NG,7.85,9.7833,83.48,56,58,11.63,broken clouds
604,Paamiut,GL,61.994,-49.6678,45.16,85,100,21.39,overcast clouds
605,Ancud,CL,-41.8697,-73.8203,40.53,69,70,4.74,broken clouds
606,Kortkeros,RU,61.8106,51.5806,53.6,82,100,10.25,overcast clouds
607,Kuching,MY,1.55,110.3333,75.42,94,40,4.61,thunderstorm with light rain
608,Puno,PE,-15.8333,-70.0333,45.97,34,4,2.71,clear sky
609,Agadir,MA,30.4202,-9.5982,81.05,61,15,8.46,few clouds
610,Auki,SB,-8.7676,160.7034,76.78,90,83,3.94,broken clouds
611,Mahibadhoo,MV,3.7833,72.9667,83.08,75,100,12.37,overcast clouds
612,Sambava,MG,-14.2667,50.1667,71.6,75,15,13.33,few clouds
613,Nouadhibou,MR,20.931,-17.0347,75.18,73,0,20.71,clear sky
614,Hambantota,LK,6.1241,81.1185,80.71,80,88,18.21,overcast clouds
615,Praia,CV,14.9215,-23.5087,82.94,65,40,11.5,scattered clouds
616,Noumea,NC,-22.2763,166.4572,60.78,69,1,8.05,clear sky
617,High Level,CA,58.5169,-117.136,59.11,82,75,6.91,broken clouds
618,Pontes E Lacerda,BR,-15.2261,-59.3353,87.15,33,27,9.44,scattered clouds
619,Ossora,RU,59.2353,163.0719,55.96,76,100,9.44,overcast clouds
620,Humaita,BR,-7.5061,-63.0208,96.67,30,9,1.05,clear sky
621,Iskilip,TR,40.7353,34.4739,79.21,40,70,18.84,broken clouds
622,Aguadulce,PA,8.25,-80.55,82.08,75,41,3.18,scattered clouds
623,Sault Sainte Marie,CA,46.5168,-84.3333,68.29,85,90,4.61,overcast clouds
624,Antofagasta,CL,-23.65,-70.4,63.21,53,10,8.81,clear sky
625,Cruces,CU,22.3411,-80.2667,84.2,62,13,1.74,few clouds
626,Omsukchan,RU,62.5333,155.8,42.46,79,100,5.01,overcast clouds
627,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,40,23.02,scattered clouds
628,Necochea,AR,-38.5473,-58.7368,45.03,74,86,32.97,overcast clouds
629,Nova Londrina,BR,-22.7658,-52.985,74.43,66,89,18.59,overcast clouds
630,Jenbach,AT,47.4013,11.7406,69.46,77,79,2.82,broken clouds
631,Cuyo,PH,10.8525,121.0086,83.64,80,99,22.64,heavy intensity rain
632,Quelimane,MZ,-17.8786,36.8883,75.15,64,40,8.05,scattered clouds
633,Bokajan,IN,26.0167,93.7833,78.64,97,90,2.86,moderate rain
634,Tiznit,MA,29.5833,-9.5,86.9,38,0,9.84,clear sky
635,Dallas,US,32.7668,-96.7836,90.21,62,40,1.01,scattered clouds
636,Cholet,FR,47.1667,-1.0,71.13,78,96,16.46,overcast clouds
637,Barstow,US,34.8986,-117.0228,83.3,51,2,1.45,clear sky
638,Shangzhi,CN,45.2167,127.9667,74.88,76,2,2.84,clear sky
639,Deer Lake,CA,49.1667,-57.4316,71.46,73,90,0.0,overcast clouds
640,Tambovka,RU,50.0969,128.0489,71.71,99,100,6.93,overcast clouds
641,Bafq,IR,31.6128,55.4107,97.79,13,15,13.11,few clouds
642,Roseburg,US,43.2165,-123.3417,70.63,59,1,0.0,clear sky
643,Barinas,VE,8.6226,-70.2075,83.89,83,88,2.3,overcast clouds
644,Shestakovo,RU,56.4915,103.96,68.56,49,0,2.04,clear sky
645,Lipin Bor,RU,60.2622,37.9763,69.08,66,78,2.46,broken clouds
646,Hit,IQ,33.6416,42.8251,112.48,12,0,19.24,clear sky
647,Portland,US,45.5234,-122.6762,65.61,83,75,1.01,broken clouds
648,Srivardhan,IN,18.0333,73.0167,80.67,83,100,18.39,overcast clouds
649,Wuda,CN,39.4994,106.7117,75.34,41,68,15.73,broken clouds
650,Tilichiki,RU,60.4667,166.1,49.08,89,100,9.17,overcast clouds
651,Sayyan,YE,15.1718,44.3244,72.75,38,94,7.31,overcast clouds
652,Vila Velha,BR,-20.3297,-40.2925,78.75,60,75,11.5,broken clouds
653,Tocopilla,CL,-22.092,-70.1979,65.17,61,4,9.04,clear sky
654,Kalaleh,IR,37.3807,55.4916,96.4,49,20,13.8,few clouds
655,Buique,BR,-8.6231,-37.1558,80.6,45,46,9.8,scattered clouds
656,Porto Novo,BJ,6.4965,2.6036,82.22,53,99,12.66,overcast clouds
657,Umm Lajj,SA,25.0213,37.2685,89.28,63,100,14.54,overcast clouds
658,Parrita,CR,9.5201,-84.3225,88.05,69,70,3.13,broken clouds
659,Misratah,LY,32.3754,15.0925,83.7,55,0,15.39,clear sky
660,Itupiranga,BR,-5.1347,-49.3267,91.72,31,38,1.28,scattered clouds
661,Mabaruma,GY,8.2,-59.7833,81.41,87,92,2.37,overcast clouds
662,Mnogovershinnyy,RU,53.9353,139.9242,58.6,84,91,3.96,overcast clouds
663,Verkhnevilyuysk,RU,63.4453,120.3167,64.15,70,24,4.45,few clouds
664,Isilkul,RU,54.9109,71.2728,61.32,57,68,7.18,broken clouds
665,Alyangula,AU,-13.8483,136.4192,67.87,100,93,0.0,overcast clouds
666,Southbridge,US,42.0751,-72.0334,84.81,61,7,6.49,clear sky
667,Basar,IN,27.9833,94.6667,72.7,97,95,2.06,overcast clouds
668,Santa Luzia,BR,-19.7697,-43.8514,77.14,42,20,5.75,few clouds
669,Salalah,OM,17.0151,54.0924,80.69,89,75,8.05,broken clouds
670,Saint-Avertin,FR,47.3636,0.7399,69.91,85,75,1.99,broken clouds
671,Darhan,MN,49.4867,105.9228,64.36,74,1,2.01,clear sky
672,Pandamatenga,BW,-18.5278,25.627,66.34,31,0,8.21,clear sky
673,Kokkola,FI,63.8385,23.1307,82.56,59,0,12.66,clear sky
674,Lukovetskiy,RU,64.2956,41.9211,60.78,44,37,9.46,scattered clouds
675,Port Lincoln,AU,-34.7333,135.8667,56.1,74,49,29.44,scattered clouds
676,Hargeysa,SO,9.56,44.065,75.85,45,87,22.12,overcast clouds
677,Sakakah,SA,29.9697,40.2064,112.57,11,0,17.85,clear sky
678,Katobu,ID,-4.9408,122.5276,73.69,88,14,3.62,few clouds
679,Suining,CN,30.508,105.5733,80.02,74,93,5.32,overcast clouds
680,Morant Bay,JM,17.8815,-76.4093,85.62,70,100,10.18,overcast clouds
681,Arroio Grande,BR,-32.2375,-53.0869,49.15,46,31,18.63,scattered clouds
682,Mayo,US,38.8876,-76.5119,90.46,73,1,4.0,clear sky
683,Fukue,JP,32.6881,128.8419,78.87,85,0,10.47,clear sky
684,Makakilo City,US,21.3469,-158.0858,75.56,68,1,4.61,clear sky
685,Marica,BR,-22.9194,-42.8186,89.49,43,0,4.81,clear sky
686,San Jeronimo,PE,-11.9472,-75.2829,55.29,50,9,1.81,clear sky
687,Baykit,RU,61.67,96.37,70.59,59,39,1.32,scattered clouds
688,Sistranda,NO,63.7256,8.834,78.76,90,97,11.39,overcast clouds
689,Nuuk,GL,64.1835,-51.7216,61.41,59,75,16.11,broken clouds
690,Pipraich,IN,26.8264,83.53,82.2,84,100,3.27,light rain
691,Kafue,ZM,-15.7691,28.1814,68.9,31,76,10.31,broken clouds
692,Mbigou,GA,-1.9005,11.906,86.22,34,74,6.51,broken clouds
